Rank,Country,US$,#,"Total
Cases","New
Cases","Total
Deaths","New
Deaths","Total
Recovered","Active
Cases","Serious,
Critical","Tot Cases/
1M pop","Deaths/
1M pop","Total
Tests","Tests/
1M pop",Population,Date,Doses_admin,People_partially_vaccinated,People_fully_vaccinated,Report_Date_String,UID,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2019,2020,2021,Estimates Start After,FIPS,Admin2,Province_State,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
90,Ecuador,"5,665",47.0,"346,817",.,"17,293",.,"290,314","39,210",601,"19,429",969,"1,193,846","66,880","17,850,462",2021-04-15,485132.0,338180.0,146952.0,2021/04/15,218.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",108.108,96.665,100.595,2019.0,.,.,.,2021-04-17 04:20:40,-1.8312,-78.1834,355964,17528,298604.0,39832.0,Ecuador,2017.5865184384115,4.92409344765201
91,South Africa,"5,444",20.0,"1,558,458",.,"53,322",.,"1,483,296","21,840",546,"26,023",890,"10,138,936","169,298","59,888,210",2021-04-13,292623.0,292623.0,292623.0,2021/04/13,710.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",351.354,302.114,329.529,2020.0,.,.,.,2021-04-17 04:20:40,-30.5595,22.9375,1564355,53663,1488572.0,22120.0,South Africa,2637.6488841685764,3.4303594772286337
92,Jamaica,"5,328",108.0,"42,500",.,672,.,"18,896","22,932",49,"14,304",226,"304,179","102,375","2,971,216",2021-04-13,135473.0,135473.0,0.0,2021/04/13,388.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",15.808,13.948,14.6,2019.0,.,.,.,2021-04-17 04:20:40,18.1096,-77.2975,43473,713,19472.0,23288.0,Jamaica,1468.1065973785282,1.640098451912681
93,Paraguay,"5,146",63.0,"235,292",.,"4,827",.,"193,286","37,179",442,"32,677",670,"975,187","135,434","7,200,447",2021-04-16,87827.0,75687.0,12140.0,2021/04/16,600.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",38.145,35.875,37.836,2019.0,.,.,.,2021-04-17 04:20:40,-23.4425,-58.4438,244528,5110,200259.0,39159.0,Paraguay,3428.3487065599443,2.0897402342472033
96,Fiji,"5,069",205.0,68,.,2,.,64,2,.,75,2,"40,300","44,704","901,490",2021-04-15,27705.0,27705.0,0.0,2021/04/15,242.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",5.497,4.316,4.586,2019.0,.,.,.,2021-04-17 04:20:40,-17.7134,178.065,68,2,64.0,2.0,Fiji,7.5855268148372925,2.9411764705882355
97,Azerbaijan,"4,883",52.0,"285,993",.,"3,915",.,"250,708","31,370",.,"28,011",383,"3,018,445","295,633","10,210,105",2021-04-16,1299323.0,859338.0,439985.0,2021/04/16,31.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",48.048,42.607,49.914,2019.0,.,.,.,2021-04-17 04:20:40,40.1431,47.5769,296374,4077,260193.0,32104.0,Azerbaijan,2923.058335614091,1.37562674188694
98,Moldova,"4,638",60.0,"241,217",.,"5,388",.,"222,927","12,902",307,"59,905","1,338","902,202","224,057","4,026,657",2021-04-16,91743.0,82267.0,9476.0,2021/04/16,498.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",11.956,11.5,11.998,2019.0,.,.,.,2021-04-17 04:20:40,47.4116,28.3699,244866,5521,228766.0,10579.0,Moldova,6070.11021171984,2.254702572018982
99,Iraq,"4,632",25.0,"924,946",.,"14,713",.,"814,853","95,380",436,"22,604",360,"8,508,732","207,940","40,919,097",2021-04-12,152962.0,152962.0,0.0,2021/04/12,368.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",222.434,172.119,190.733,2020.0,.,.,.,2021-04-17 04:20:40,33.223191,43.679291,964435,14915,843851.0,105669.0,Iraq,2397.749836702107,1.546501319425363
100,Guatemala,"4,439",69.0,"203,071",.,"7,016",.,"185,549","10,506",5,"11,175",386,"1,107,251","60,932","18,171,777",2021-04-15,154556.0,152733.0,1823.0,2021/04/15,320.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",76.694,77.073,81.402,2019.0,.,.,.,2021-04-17 04:20:40,15.7835,-90.2308,210667,7160,189536.0,13971.0,Guatemala,1175.8879861296045,3.3987287994797475
101,Namibia,"4,371",105.0,"45,527",.,570,.,"43,640","1,317",34,"17,670",221,"361,681","140,378","2,576,485",2021-04-08,2526.0,2526.0,0.0,2021/04/08,516.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",12.541,10.564,11.381,2020.0,.,.,.,2021-04-17 04:20:40,-22.9576,18.4904,46330,599,44392.0,1339.0,Namibia,1823.358190510824,1.2928987696956615
102,Georgia,"4,361",51.0,"288,396",.,"3,877",.,"277,303","7,216",.,"72,403",973,"3,671,403","921,722","3,983,201",2021-04-16,26427.0,26427.0,0.0,2021/04/16,268.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",17.477,15.733,16.163,2019.0,.,.,.,2021-04-17 04:20:40,42.3154,43.3569,293321,3916,279831.0,9574.0,Georgia,7352.923850169522,1.3350561330419577
103,Jordan,"4,358",34.0,"665,735",.,"7,773",.,"596,293","61,669",729,"64,749",756,"6,320,767","614,758","10,281,719",2021-04-14,665226.0,543095.0,122131.0,2021/04/14,400.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",44.566,43.481,44.979,2019.0,.,.,.,2021-04-17 04:20:40,31.24,36.51,681870,8117,625912.0,47841.0,Jordan,6682.9427019525365,1.190402862715767
104,Indonesia,"4,256",19.0,"1,566,995",.,"42,530",.,"1,414,507","109,958",.,"5,682",154,"13,386,975","48,545","275,767,009",2021-04-15,16498726.0,10781266.0,5717460.0,2021/04/15,360.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,120.04","1,059.64","1,158.78",2020.0,.,.,.,2021-04-17 04:20:40,-0.7893,113.9213,1594722,43196,1444229.0,107297.0,Indonesia,583.0289881984269,2.708685275552729
106,Mongolia,"4,172",132.0,"15,718",704,25,3.0,"9,516","6,177",88,"4,736",8,"2,459,832","741,104","3,319,145",2021-04-16,632812.0,0.0,0.0,2021/04/16,496.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",13.997,13.137,14.233,2020.0,.,.,.,2021-04-17 04:20:40,46.8625,103.8467,19672,37,11044.0,9164.0,Mongolia,630.0536986943201,0.18808458723058152
107,Armenia,"4,125",70.0,"202,817",.,"3,735",.,"181,963","17,119",.,"68,345","1,259","902,716","304,195","2,967,553",2021-03-31,565.0,565.0,0.0,2021/03/31,51.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",13.673,12.339,12.251,2019.0,.,.,.,2021-04-17 04:20:40,40.0691,45.0382,207103,3835,186200.0,17068.0,Armenia,6989.086923273691,1.8517356098173368
108,El Salvador,"4,031",99.0,"66,489",.,"2,051",.,"62,958","1,480",60,"10,211",315,"871,383","133,819","6,511,643",2021-04-16,200000.0,460565.0,15456.0,2021/04/16,222.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",27.023,24.609,26.277,2019.0,.,.,.,2021-04-17 04:20:40,13.7942,-88.8965,67249,2068,63560.0,1621.0,El Salvador,1036.8010488728303,3.075138663771952
109,Suriname,"4,030",151.0,"9,302",.,182,.,"8,669",451,10,"15,747",308,"46,103","78,047","590,711",2021-04-16,34630.0,34630.0,0.0,2021/04/16,740.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",3.697,2.41,2.465,2019.0,.,.,.,2021-04-17 04:20:40,3.9193,-56.0278,9496,187,8779.0,530.0,Suriname,1618.7264972708704,1.969250210614996
110,Ukraine,"3,984",16.0,"1,853,249",.,"37,014",.,"1,410,860","405,375",177,"42,575",850,"8,622,424","198,086","43,528,763",2021-04-16,445864.0,445859.0,5.0,2021/04/16,804.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",153.895,151.543,164.593,2019.0,.,.,Cherkasy Oblast,2021-04-17 04:20:40,49.4444,32.0598,67968,893,54219.0,12856.0,"Cherkasy Oblast, Ukraine",5634.181096546527,1.3138535781544256
110,Ukraine,"3,984",16.0,"1,853,249",.,"37,014",.,"1,410,860","405,375",177,"42,575",850,"8,622,424","198,086","43,528,763",2021-04-16,445864.0,445859.0,5.0,2021/04/16,804.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",153.895,151.543,164.593,2019.0,.,.,Chernihiv Oblast,2021-04-17 04:20:40,51.4982,31.2893,49262,998,37310.0,10954.0,"Chernihiv Oblast, Ukraine",4898.060641613928,2.0259023182168807
110,Ukraine,"3,984",16.0,"1,853,249",.,"37,014",.,"1,410,860","405,375",177,"42,575",850,"8,622,424","198,086","43,528,763",2021-04-16,445864.0,445859.0,5.0,2021/04/16,804.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",153.895,151.543,164.593,2019.0,.,.,Chernivtsi Oblast,2021-04-17 04:20:40,48.2917,25.9352,74831,1546,54951.0,18334.0,"Chernivtsi Oblast, Ukraine",8274.342252209815,2.065988694524996
110,Ukraine,"3,984",16.0,"1,853,249",.,"37,014",.,"1,410,860","405,375",177,"42,575",850,"8,622,424","198,086","43,528,763",2021-04-16,445864.0,445859.0,5.0,2021/04/16,804.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",153.895,151.543,164.593,2019.0,.,.,Crimea Republic*,2021-04-17 04:20:40,45.2835,34.2008,39062,1148,36408.0,1506.0,"Crimea Republic*, Ukraine",2041.143713510415,2.9389176181455117
110,Ukraine,"3,984",16.0,"1,853,249",.,"37,014",.,"1,410,860","405,375",177,"42,575",850,"8,622,424","198,086","43,528,763",2021-04-16,445864.0,445859.0,5.0,2021/04/16,804.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",153.895,151.543,164.593,2019.0,.,.,Dnipropetrovsk Oblast,2021-04-17 04:20:40,48.4647,35.0462,108515,2822,82112.0,23581.0,"Dnipropetrovsk Oblast, Ukraine",3384.2438289749157,2.600562134267152
110,Ukraine,"3,984",16.0,"1,853,249",.,"37,014",.,"1,410,860","405,375",177,"42,575",850,"8,622,424","198,086","43,528,763",2021-04-16,445864.0,445859.0,5.0,2021/04/16,804.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",153.895,151.543,164.593,2019.0,.,.,Donetsk Oblast,2021-04-17 04:20:40,48.0159,37.8028,70654,1500,54137.0,15017.0,"Donetsk Oblast, Ukraine",1696.0076583673017,2.123022051122371
110,Ukraine,"3,984",16.0,"1,853,249",.,"37,014",.,"1,410,860","405,375",177,"42,575",850,"8,622,424","198,086","43,528,763",2021-04-16,445864.0,445859.0,5.0,2021/04/16,804.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",153.895,151.543,164.593,2019.0,.,.,Ivano-Frankivsk Oblast,2021-04-17 04:20:40,48.9226,24.7111,82402,1884,73235.0,7283.0,"Ivano-Frankivsk Oblast, Ukraine",6000.501000544692,2.2863522730030823
110,Ukraine,"3,984",16.0,"1,853,249",.,"37,014",.,"1,410,860","405,375",177,"42,575",850,"8,622,424","198,086","43,528,763",2021-04-16,445864.0,445859.0,5.0,2021/04/16,804.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",153.895,151.543,164.593,2019.0,.,.,Kharkiv Oblast,2021-04-17 04:20:40,49.9935,36.2304,122463,2342,95006.0,25115.0,"Kharkiv Oblast, Ukraine",4577.0328726512735,1.912414361888897
110,Ukraine,"3,984",16.0,"1,853,249",.,"37,014",.,"1,410,860","405,375",177,"42,575",850,"8,622,424","198,086","43,528,763",2021-04-16,445864.0,445859.0,5.0,2021/04/16,804.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",153.895,151.543,164.593,2019.0,.,.,Kherson Oblast,2021-04-17 04:20:40,46.6354,32.6169,28344,787,22709.0,4848.0,"Kherson Oblast, Ukraine",2731.5832080490345,2.7766017499294384
110,Ukraine,"3,984",16.0,"1,853,249",.,"37,014",.,"1,410,860","405,375",177,"42,575",850,"8,622,424","198,086","43,528,763",2021-04-16,445864.0,445859.0,5.0,2021/04/16,804.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",153.895,151.543,164.593,2019.0,.,.,Khmelnytskyi Oblast,2021-04-17 04:20:40,49.423,26.9871,77372,1423,59659.0,16290.0,"Khmelnytskyi Oblast, Ukraine",6117.790314737429,1.8391666235847592
110,Ukraine,"3,984",16.0,"1,853,249",.,"37,014",.,"1,410,860","405,375",177,"42,575",850,"8,622,424","198,086","43,528,763",2021-04-16,445864.0,445859.0,5.0,2021/04/16,804.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",153.895,151.543,164.593,2019.0,.,.,Kiev,2021-04-17 04:20:40,50.4501,30.5234,183300,4121,114396.0,64783.0,"Kiev, Ukraine",6211.874745831639,2.24822695035461
110,Ukraine,"3,984",16.0,"1,853,249",.,"37,014",.,"1,410,860","405,375",177,"42,575",850,"8,622,424","198,086","43,528,763",2021-04-16,445864.0,445859.0,5.0,2021/04/16,804.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",153.895,151.543,164.593,2019.0,.,.,Kiev Oblast,2021-04-17 04:20:40,50.053000000000004,30.7667,110145,2043,86735.0,21367.0,"Kiev Oblast, Ukraine",6230.132244306934,1.8548277270870217
110,Ukraine,"3,984",16.0,"1,853,249",.,"37,014",.,"1,410,860","405,375",177,"42,575",850,"8,622,424","198,086","43,528,763",2021-04-16,445864.0,445859.0,5.0,2021/04/16,804.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",153.895,151.543,164.593,2019.0,.,.,Kirovohrad Oblast,2021-04-17 04:20:40,48.5079,32.2623,15684,546,9974.0,5164.0,"Kirovohrad Oblast, Ukraine",1658.718902986519,3.481254781943382
110,Ukraine,"3,984",16.0,"1,853,249",.,"37,014",.,"1,410,860","405,375",177,"42,575",850,"8,622,424","198,086","43,528,763",2021-04-16,445864.0,445859.0,5.0,2021/04/16,804.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",153.895,151.543,164.593,2019.0,.,.,Luhansk Oblast,2021-04-17 04:20:40,48.574,39.3078,20695,612,16522.0,3561.0,"Luhansk Oblast, Ukraine",961.7382018028352,2.957236047354433
110,Ukraine,"3,984",16.0,"1,853,249",.,"37,014",.,"1,410,860","405,375",177,"42,575",850,"8,622,424","198,086","43,528,763",2021-04-16,445864.0,445859.0,5.0,2021/04/16,804.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",153.895,151.543,164.593,2019.0,.,.,Lviv Oblast,2021-04-17 04:20:40,49.8397,24.0297,121653,2975,88725.0,29953.0,"Lviv Oblast, Ukraine",4823.631524083265,2.4454801772253867
110,Ukraine,"3,984",16.0,"1,853,249",.,"37,014",.,"1,410,860","405,375",177,"42,575",850,"8,622,424","198,086","43,528,763",2021-04-16,445864.0,445859.0,5.0,2021/04/16,804.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",153.895,151.543,164.593,2019.0,.,.,Mykolaiv Oblast,2021-04-17 04:20:40,46.975,31.9946,58032,1385,45943.0,10704.0,"Mykolaiv Oblast, Ukraine",2301.0117679432487,2.3866142817755716
110,Ukraine,"3,984",16.0,"1,853,249",.,"37,014",.,"1,410,860","405,375",177,"42,575",850,"8,622,424","198,086","43,528,763",2021-04-16,445864.0,445859.0,5.0,2021/04/16,804.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",153.895,151.543,164.593,2019.0,.,.,Odessa Oblast,2021-04-17 04:20:40,46.4846,30.7326,124764,2221,88363.0,34180.0,"Odessa Oblast, Ukraine",5241.50656133576,1.7801609438620114
110,Ukraine,"3,984",16.0,"1,853,249",.,"37,014",.,"1,410,860","405,375",177,"42,575",850,"8,622,424","198,086","43,528,763",2021-04-16,445864.0,445859.0,5.0,2021/04/16,804.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",153.895,151.543,164.593,2019.0,.,.,Poltava Oblast,2021-04-17 04:20:40,49.5883,34.5514,64727,1359,53036.0,10332.0,"Poltava Oblast, Ukraine",4621.907844611584,2.099587498261931
110,Ukraine,"3,984",16.0,"1,853,249",.,"37,014",.,"1,410,860","405,375",177,"42,575",850,"8,622,424","198,086","43,528,763",2021-04-16,445864.0,445859.0,5.0,2021/04/16,804.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",153.895,151.543,164.593,2019.0,.,.,Rivne Oblast,2021-04-17 04:20:40,50.6199,26.2516,65838,901,55986.0,8951.0,"Rivne Oblast, Ukraine",5688.926217120697,1.3685105865913303
110,Ukraine,"3,984",16.0,"1,853,249",.,"37,014",.,"1,410,860","405,375",177,"42,575",850,"8,622,424","198,086","43,528,763",2021-04-16,445864.0,445859.0,5.0,2021/04/16,804.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",153.895,151.543,164.593,2019.0,.,.,Sevastopol*,2021-04-17 04:20:40,44.6054,33.522,13750,588,12621.0,541.0,"Sevastopol*, Ukraine",3102.3598241018385,4.276363636363636
110,Ukraine,"3,984",16.0,"1,853,249",.,"37,014",.,"1,410,860","405,375",177,"42,575",850,"8,622,424","198,086","43,528,763",2021-04-16,445864.0,445859.0,5.0,2021/04/16,804.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",153.895,151.543,164.593,2019.0,.,.,Sumy Oblast,2021-04-17 04:20:40,50.9077,34.7981,67639,956,55219.0,11464.0,"Sumy Oblast, Ukraine",6254.658235760825,1.4133857685654725
110,Ukraine,"3,984",16.0,"1,853,249",.,"37,014",.,"1,410,860","405,375",177,"42,575",850,"8,622,424","198,086","43,528,763",2021-04-16,445864.0,445859.0,5.0,2021/04/16,804.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",153.895,151.543,164.593,2019.0,.,.,Ternopil Oblast,2021-04-17 04:20:40,49.5535,25.5948,62354,965,51135.0,10254.0,"Ternopil Oblast, Ukraine",5961.87513087078,1.5476152291753535
110,Ukraine,"3,984",16.0,"1,853,249",.,"37,014",.,"1,410,860","405,375",177,"42,575",850,"8,622,424","198,086","43,528,763",2021-04-16,445864.0,445859.0,5.0,2021/04/16,804.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",153.895,151.543,164.593,2019.0,.,.,Vinnytsia Oblast,2021-04-17 04:20:40,49.2331,28.4682,64575,1363,43647.0,19565.0,"Vinnytsia Oblast, Ukraine",4138.377871229958,2.110723964382501
110,Ukraine,"3,984",16.0,"1,853,249",.,"37,014",.,"1,410,860","405,375",177,"42,575",850,"8,622,424","198,086","43,528,763",2021-04-16,445864.0,445859.0,5.0,2021/04/16,804.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",153.895,151.543,164.593,2019.0,.,.,Volyn Oblast,2021-04-17 04:20:40,50.7472,25.3254,52841,889,44131.0,7821.0,"Volyn Oblast, Ukraine",5103.783334782147,1.682405707689105
110,Ukraine,"3,984",16.0,"1,853,249",.,"37,014",.,"1,410,860","405,375",177,"42,575",850,"8,622,424","198,086","43,528,763",2021-04-16,445864.0,445859.0,5.0,2021/04/16,804.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",153.895,151.543,164.593,2019.0,.,.,Zakarpattia Oblast,2021-04-17 04:20:40,48.6208,22.2879,58411,1462,48058.0,8891.0,"Zakarpattia Oblast, Ukraine",4647.589676018975,2.502953210867816
110,Ukraine,"3,984",16.0,"1,853,249",.,"37,014",.,"1,410,860","405,375",177,"42,575",850,"8,622,424","198,086","43,528,763",2021-04-16,445864.0,445859.0,5.0,2021/04/16,804.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",153.895,151.543,164.593,2019.0,.,.,Zaporizhia Oblast,2021-04-17 04:20:40,47.8388,35.1396,88741,1668,71357.0,15716.0,"Zaporizhia Oblast, Ukraine",5202.1999770200655,1.8796272298035857
110,Ukraine,"3,984",16.0,"1,853,249",.,"37,014",.,"1,410,860","405,375",177,"42,575",850,"8,622,424","198,086","43,528,763",2021-04-16,445864.0,445859.0,5.0,2021/04/16,804.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",153.895,151.543,164.593,2019.0,.,.,Zhytomyr Oblast,2021-04-17 04:20:40,50.2547,28.6587,80034,1435,59255.0,19344.0,"Zhytomyr Oblast, Ukraine",6559.126302150562,1.7929879801084538
111,Belize,"3,970",137.0,"12,485",.,318,.,"12,106",61,1,"30,964",789,"103,373","256,376","403,209",2021-04-16,34262.0,34262.0,0.0,2021/04/16,84.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.92,1.651,1.7,2020.0,.,.,.,2021-04-17 04:20:40,17.1899,-88.4976,12538,318,12143.0,77.0,Belize,3153.2539780343595,2.536289679374701
112,Egypt,"3,832",68.0,"210,489",.,"12,445",.,"159,499","38,545",90,"2,027",120,"2,677,262","25,786","103,826,342",2021-04-03,164534.0,148987.0,0.0,2021/04/03,818.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",302.335,361.847,394.284,2020.0,.,.,.,2021-04-17 04:20:40,26.820553000000004,30.802497999999996,214639,12653,162170.0,39816.0,Egypt,209.7427587475153,5.895014419560285
113,Sri Lanka,"3,830",89.0,"95,131",.,598,.,"91,631","2,902",.,"4,428",28,"2,374,627","110,535","21,483,057",2021-04-11,925242.0,925242.0,0.0,2021/04/11,144.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",83.978,80.7,84.532,2019.0,.,.,.,2021-04-17 04:20:40,7.873054,80.77179699999998,96186,615,92611.0,2960.0,Sri Lanka,449.18917025673363,0.639386189258312
115,Eswatini,"3,710",131.0,"17,376",.,669,.,"16,645",62,3,"14,858",572,"173,720","148,544","1,169,482",2021-04-08,27601.0,27601.0,0.0,2021/04/08,748.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",4.471,3.949,4.226,2019.0,.,.,.,2021-04-17 04:20:40,-26.5225,31.4659,18414,670,17682.0,62.0,Eswatini,1587.1893973610627,3.6385358966004127
116,Tunisia,"3,683",55.0,"271,861",.,"9,293",.,"224,907","37,661",413,"22,818",780,"1,180,807","99,106","11,914,543",2021-04-15,202421.0,191625.0,10796.0,2021/04/15,788.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",39.169,39.553,44.265,2019.0,.,.,.,2021-04-17 04:20:40,33.886917,9.537499,281777,9639,232643.0,39495.0,Tunisia,2384.1789285346217,3.4207901993420333
118,Philippines,"3,646",27.0,"864,868",.,"14,945",.,"703,404","146,519",751,"7,812",135,"10,764,163","97,228","110,711,091",2021-04-13,1255716.0,1093651.0,162065.0,2021/04/13,608.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",376.795,362.243,402.638,2020.0,.,.,.,2021-04-17 04:20:40,12.879721,121.77401699999999,914971,15738,705757.0,193476.0,Philippines,834.9716559203625,1.7200545153890123
119,Bolivia,"3,624",53.0,"282,095",525,"12,451",9.0,"231,546","38,098",71,"23,914","1,055","989,217","83,858","11,796,372",2021-04-16,530496.0,365333.0,165163.0,2021/04/16,68.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",41.193,39.381,43.11,2019.0,.,.,.,2021-04-17 04:20:40,-16.2902,-63.5887,287360,12625,236455.0,38280.0,Bolivia,2461.743220204456,4.393443763919822
121,Vietnam,"3,609",177.0,"2,693",.,35,.,"2,429",229,.,27,0.4,"2,598,753","26,513","98,018,310",2021-04-15,63758.0,63758.0,0.0,2021/04/15,704.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",329.537,340.821,354.868,2019.0,.,.,.,2021-04-17 04:20:40,14.058323999999999,108.277199,2772,35,2445.0,292.0,Vietnam,2.84779161003402,1.2626262626262623
123,Morocco,"3,415",39.0,"502,102",.,"8,900",.,"488,361","4,841",237,"13,479",239,"6,101,279","163,794","37,249,722",2021-04-16,8763819.0,4583664.0,4180155.0,2021/04/16,504.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",119.701,113.548,124.003,2019.0,.,.,.,2021-04-17 04:20:40,31.7917,-7.0926,504847,8934,490921.0,4992.0,Morocco,1367.7577022812825,1.769645060780791
124,Algeria,"3,364",84.0,"118,516",.,"3,130",.,"82,600","32,786",19,"2,665",70,"230,861","5,192","44,463,324",2021-02-19,75000.0,0.0,0.0,2021/02/19,12.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",171.07,144.294,151.459,2019.0,.,.,.,2021-04-17 04:20:40,28.0339,1.6596,119323,3148,83169.0,33006.0,Algeria,272.1098332826428,2.6382172757976248
125,Bhutan,"3,296",193.0,918,.,1,.,875,42,.,"1,180",1,"651,942","837,760","778,197",2021-04-16,478219.0,478219.0,0.0,2021/04/16,64.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",2.488,2.503,2.48,2020.0,.,.,.,2021-04-17 04:20:40,27.5142,90.4336,941,1,876.0,64.0,Bhutan,121.95248389086744,0.10626992561105207
131,Papua New Guinea,"2,737",153.0,"8,442",.,68,.,846,"7,528",.,930,7,"70,260","7,740","9,078,024",2021-04-11,1081.0,1081.0,0.0,2021/04/11,598.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",24.829,23.575,24.536,2019.0,.,.,.,2021-04-17 04:20:40,-6.314993,143.95555,9343,82,846.0,8415.0,Papua New Guinea,104.42574946962827,0.8776624210638981
